Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Tickets_Sold,Rating
Air India,18-03-2024,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,6539,148,3
Air India,18-05-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19-05-2025 19:15,26h 35m,2 stops,No info,12425,130,3
Air India,18-05-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19-05-2025 19:15,26h 35m,2 stops,No info,12425,130,5
Air India,18-05-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19-05-2025 19:15,26h 35m,2 stops,No info,13915,126,4
Air India,18-05-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19-05-2025 19:15,26h 35m,2 stops,No info,13915,126,5
Air India,18-05-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19-05-2025 19:15,26h 35m,2 stops,No info,13637,134,4
Air India,18-05-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19-05-2025 19:15,26h 35m,2 stops,No info,13637,134,4
Air India,27-04-2022,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,6586,108,4
Air India,27-04-2023,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,7310,101,4
Air India,27-04-2024,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,7383,117,5
Air India,15-05-2022,Delhi,Cochin,DEL ? MAA ? COK,17:20,16-05-2025 09:25,16h 5m,1 stop,No info,9423,164,3
Air India,15-05-2023,Delhi,Cochin,DEL ? MAA ? COK,17:20,16-05-2025 09:25,16h 5m,1 stop,No info,10553,175,4
Air India,15-05-2024,Delhi,Cochin,DEL ? MAA ? COK,17:20,16-05-2025 09:25,16h 5m,1 stop,No info,10342,174,4
Air India,09-05-2022,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,10-05-2025 05:25,19h 25m,2 stops,No info,17670,146,4
Air India,09-05-2023,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,10-05-2025 05:25,19h 25m,2 stops,No info,19437,136,4
Air India,09-05-2024,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,10-05-2025 05:25,19h 25m,2 stops,No info,18660,129,3
Air India,21-06-2022,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,6586,167,4
Air India,21-06-2023,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,7310,162,5
Air India,21-06-2024,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,7383,176,3
Air India,12-03-2022,Mumbai,Hyderabad,BOM ? MAA ? HYD,05:55,19:10,13h 15m,1 stop,No info,11044,76,5
Air India,12-03-2023,Mumbai,Hyderabad,BOM ? MAA ? HYD,05:55,19:10,13h 15m,1 stop,No info,12480,104,4
Air India,12-03-2024,Mumbai,Hyderabad,BOM ? MAA ? HYD,05:55,19:10,13h 15m,1 stop,No info,12605,73,5
Air India,06-06-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07-06-2025 19:15,26h,2 stops,No info,16074,159,5
Air India,06-06-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07-06-2025 19:15,26h,2 stops,No info,16074,159,4
Air India,06-06-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07-06-2025 19:15,26h,2 stops,No info,16074,159,4
Air India,06-06-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07-06-2025 19:15,26h,2 stops,No info,18003,168,5
Air India,06-06-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07-06-2025 19:15,26h,2 stops,No info,18003,168,4
Air India,06-06-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07-06-2025 19:15,26h,2 stops,No info,18003,168,4
Air India,06-06-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07-06-2025 19:15,26h,2 stops,No info,17643,170,4
Air India,06-06-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07-06-2025 19:15,26h,2 stops,No info,17643,170,4
Air India,06-06-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07-06-2025 19:15,26h,2 stops,No info,17643,170,2
Air India,09-06-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,10-06-2025 19:15,26h,2 stops,No info,15367,172,3
Air India,09-06-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,10-06-2025 19:15,26h,2 stops,No info,15367,172,5
Air India,09-06-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,10-06-2025 19:15,26h,2 stops,No info,17211,164,3
Air India,09-06-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,10-06-2025 19:15,26h,2 stops,No info,17211,164,2
Air India,09-06-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,10-06-2025 19:15,26h,2 stops,No info,16867,171,3
Air India,09-06-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,10-06-2025 19:15,26h,2 stops,No info,16867,171,5
Air India,03-05-2022,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,6750,124,5
Air India,03-05-2023,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,7425,135,3
Air India,03-05-2024,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,7128,130,3
Air India,24-03-2022,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,25-03-2025 14:35,24h,1 stop,No info,7645,99,4
Air India,24-03-2023,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,25-03-2025 14:35,24h,1 stop,No info,8410,113,3
Air India,24-03-2024,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,25-03-2025 14:35,24h,1 stop,No info,8074,117,5
Air India,03-03-2022,Delhi,Cochin,DEL ? MAA ? COK,12:30,04-03-2025 09:25,20h 55m,1 stop,No info,20334,103,3
Air India,03-03-2023,Delhi,Cochin,DEL ? MAA ? COK,12:30,04-03-2025 09:25,20h 55m,1 stop,No info,22774,118,3
Air India,03-03-2024,Delhi,Cochin,DEL ? MAA ? COK,12:30,04-03-2025 09:25,20h 55m,1 stop,No info,22319,112,5
Air India,18-04-2022,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,7677,124,4
Air India,18-04-2023,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,8598,112,5
Air India,18-04-2024,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,8426,115,3
Air India,01-04-2022,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,6520,150,4
Air India,01-04-2023,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,7237,158,4
Air India,01-04-2024,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,7310,149,4
Air India,24-03-2022,Kolkata,Banglore,CCU ? BBI ? BLR,09:10,13:40,4h 30m,1 stop,No info,9832,145,4
Air India,24-03-2023,Kolkata,Banglore,CCU ? BBI ? BLR,09:10,13:40,4h 30m,1 stop,No info,10815,141,4
Air India,24-03-2024,Kolkata,Banglore,CCU ? BBI ? BLR,09:10,13:40,4h 30m,1 stop,No info,10383,144,4
Air India,09-05-2022,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,20:25,14h 35m,2 stops,No info,13464,125,3
Air India,09-05-2023,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,20:25,14h 35m,2 stops,No info,14811,105,4
Air India,09-05-2024,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,20:25,14h 35m,2 stops,No info,14218,89,3
Air India,03-03-2022,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,04-03-2025 19:15,23h 15m,2 stops,No info,21750,136,4
Air India,03-03-2023,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,04-03-2025 19:15,23h 15m,2 stops,No info,24360,140,3
Air India,03-03-2024,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,04-03-2025 19:15,23h 15m,2 stops,No info,23873,139,4
Air India,01-04-2022,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,02-04-2025 08:55,12h 25m,1 stop,No info,9669,141,4
Air India,01-04-2023,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,02-04-2025 08:55,12h 25m,1 stop,No info,10636,141,3
Air India,01-04-2024,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,02-04-2025 08:55,12h 25m,1 stop,No info,10211,149,2
Air India,09-05-2022,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,7677,133,3
Air India,09-05-2023,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,8598,138,4
Air India,09-05-2024,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,8426,137,5
Air India,01-06-2022,Delhi,Cochin,DEL ? MAA ? COK,09:45,02-06-2025 09:25,23h 40m,1 stop,No info,10546,157,2
Air India,01-06-2023,Delhi,Cochin,DEL ? MAA ? COK,09:45,02-06-2025 09:25,23h 40m,1 stop,No info,11812,171,4
Air India,01-06-2024,Delhi,Cochin,DEL ? MAA ? COK,09:45,02-06-2025 09:25,23h 40m,1 stop,No info,11576,164,3
Air India,03-06-2022,Delhi,Cochin,DEL ? MAA ? COK,20:40,04-06-2025 09:25,12h 45m,1 stop,No info,9423,167,4
Air India,03-06-2023,Delhi,Cochin,DEL ? MAA ? COK,20:40,04-06-2025 09:25,12h 45m,1 stop,No info,10553,170,5
Air India,03-06-2024,Delhi,Cochin,DEL ? MAA ? COK,20:40,04-06-2025 09:25,12h 45m,1 stop,No info,10342,164,3
Air India,15-06-2022,Banglore,Delhi,BLR ? DEL,06:10,08:55,2h 45m,non-stop,No info,8769,164,4
Air India,15-06-2023,Banglore,Delhi,BLR ? DEL,06:10,08:55,2h 45m,non-stop,No info,9733,160,2
Air India,15-06-2024,Banglore,Delhi,BLR ? DEL,06:10,08:55,2h 45m,non-stop,No info,9831,159,2
Air India,12-03-2022,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,5578,145,3
Air India,12-03-2023,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,6303,150,2
Air India,12-03-2024,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,6366,155,4
Air India,18-05-2022,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,23:15,13h 25m,2 stops,No info,19548,162,4
Air India,18-05-2023,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,23:15,13h 25m,2 stops,No info,21503,167,4
Air India,18-05-2024,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,23:15,13h 25m,2 stops,No info,20643,169,3
Air India,01-04-2022,Kolkata,Banglore,CCU ? DEL ? COK ? TRV ? BLR,10:00,02-04-2025 10:30,24h 30m,3 stops,No info,15869,110,3
Air India,01-04-2023,Kolkata,Banglore,CCU ? DEL ? COK ? TRV ? BLR,10:00,02-04-2025 10:30,24h 30m,3 stops,No info,17456,119,4
Air India,01-04-2024,Kolkata,Banglore,CCU ? DEL ? COK ? TRV ? BLR,10:00,02-04-2025 10:30,24h 30m,3 stops,No info,16758,123,5
Air India,24-04-2022,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,6586,126,2
Air India,24-04-2023,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,7310,138,5
Air India,24-04-2024,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,7383,157,4
Air India,09-05-2022,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,10546,170,4
Air India,09-05-2023,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,11812,163,4
Air India,09-05-2024,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,11576,163,2
Air India,09-06-2022,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,10-06-2025 05:25,22h 25m,2 stops,No info,15355,170,2
Air India,09-06-2022,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,10-06-2025 05:25,22h 25m,2 stops,No info,15355,170,2
Air India,09-06-2023,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,10-06-2025 05:25,22h 25m,2 stops,No info,16890,175,4
Air India,09-06-2023,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,10-06-2025 05:25,22h 25m,2 stops,No info,16890,175,4
Air India,09-06-2024,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,10-06-2025 05:25,22h 25m,2 stops,No info,16215,158,2
Air India,09-06-2024,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,10-06-2025 05:25,22h 25m,2 stops,No info,16215,158,3
Air India,21-03-2022,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,22-03-2025 19:15,38h,3 stops,No info,11499,79,3
Air India,21-03-2022,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,22-03-2025 19:15,38h,3 stops,No info,11499,79,5
Air India,21-03-2023,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,22-03-2025 19:15,38h,3 stops,No info,12878,74,3
Air India,21-03-2023,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,22-03-2025 19:15,38h,3 stops,No info,12878,74,4
Air India,21-03-2024,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,22-03-2025 19:15,38h,3 stops,No info,12621,92,4
Air India,21-03-2024,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,22-03-2025 19:15,38h,3 stops,No info,12621,92,3
Air India,12-06-2022,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,8769,139,4
Air India,12-06-2023,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,9733,146,3
Air India,12-06-2024,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,9831,138,4
Air India,21-05-2022,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,22-05-2025 08:55,18h 25m,2 stops,No info,18507,125,4
Air India,21-05-2023,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,22-05-2025 08:55,18h 25m,2 stops,No info,20357,143,5
Air India,21-05-2024,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,22-05-2025 08:55,18h 25m,2 stops,No info,19543,134,4
Air India,21-06-2022,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,4015,159,4
Air India,21-06-2023,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,4536,161,4
Air India,21-06-2024,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,4582,168,5
Air India,18-05-2022,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,19-05-2025 01:20,15h 20m,2 stops,No info,16223,131,3
Air India,18-05-2023,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,19-05-2025 01:20,15h 20m,2 stops,No info,17846,125,2
Air India,18-05-2024,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,19-05-2025 01:20,15h 20m,2 stops,No info,17132,128,3
Air India,15-05-2022,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,16-05-2025 08:55,27h 5m,2 stops,No info,15586,110,3
Air India,15-05-2023,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,16-05-2025 08:55,27h 5m,2 stops,No info,17145,116,4
Air India,15-05-2024,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,16-05-2025 08:55,27h 5m,2 stops,No info,16459,127,4
Air India,21-05-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,22-05-2025 07:40,26h 40m,2 stops,No info,14872,115,4
Air India,21-05-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,22-05-2025 07:40,26h 40m,2 stops,No info,16657,128,2
Air India,21-05-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,22-05-2025 07:40,26h 40m,2 stops,No info,16324,103,4
Air India,06-03-2022,Delhi,Cochin,DEL ? TRV ? COK,05:15,07-03-2025 06:50,25h 35m,1 stop,No info,14514,80,3
Air India,06-03-2023,Delhi,Cochin,DEL ? TRV ? COK,05:15,07-03-2025 06:50,25h 35m,1 stop,No info,16256,93,4
Air India,06-03-2024,Delhi,Cochin,DEL ? TRV ? COK,05:15,07-03-2025 06:50,25h 35m,1 stop,No info,15931,76,4
Air India,27-03-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,28-03-2025 19:15,38h 15m,2 stops,No info,10110,97,3
Air India,27-03-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,28-03-2025 19:15,38h 15m,2 stops,No info,11324,109,3
Air India,27-03-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,28-03-2025 19:15,38h 15m,2 stops,No info,11097,87,2
Air India,06-03-2022,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,11442,117,5
Air India,06-03-2023,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,12586,119,5
Air India,06-03-2024,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,12209,125,4
Air India,27-05-2022,Delhi,Cochin,DEL ? BOM ? COK,18:00,28-05-2025 19:15,25h 15m,1 stop,No info,10546,172,3
Air India,27-05-2023,Delhi,Cochin,DEL ? BOM ? COK,18:00,28-05-2025 19:15,25h 15m,1 stop,No info,11812,163,4
Air India,27-05-2024,Delhi,Cochin,DEL ? BOM ? COK,18:00,28-05-2025 19:15,25h 15m,1 stop,No info,11576,161,4
Air India,24-03-2022,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,25-03-2025 12:30,16h,1 stop,No info,14912,127,4
Air India,24-03-2023,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,25-03-2025 12:30,16h,1 stop,No info,16404,144,3
Air India,24-03-2024,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,25-03-2025 12:30,16h,1 stop,No info,15748,130,2
Air India,15-05-2022,Kolkata,Banglore,CCU ? DEL ? BLR,17:30,16-05-2025 20:25,26h 55m,1 stop,No info,12499,166,4
Air India,15-05-2023,Kolkata,Banglore,CCU ? DEL ? BLR,17:30,16-05-2025 20:25,26h 55m,1 stop,No info,13749,165,3
Air India,15-05-2024,Kolkata,Banglore,CCU ? DEL ? BLR,17:30,16-05-2025 20:25,26h 55m,1 stop,No info,13199,166,3
Air India,18-05-2022,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,11185,142,2
Air India,18-05-2023,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,12527,123,4
Air India,18-05-2024,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,12277,128,5
Air India,27-03-2022,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,2655,110,5
Air India,27-03-2023,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,3000,122,4
Air India,27-03-2024,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,3030,110,4
Air India,03-06-2022,Delhi,Cochin,DEL ? LKO ? BOM ? COK,18:30,04-06-2025 19:15,24h 45m,2 stops,No info,15731,161,2
Air India,03-06-2023,Delhi,Cochin,DEL ? LKO ? BOM ? COK,18:30,04-06-2025 19:15,24h 45m,2 stops,No info,17619,160,4
Air India,03-06-2024,Delhi,Cochin,DEL ? LKO ? BOM ? COK,18:30,04-06-2025 19:15,24h 45m,2 stops,No info,17267,158,3
Air India,12-05-2022,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,7677,128,4
Air India,12-05-2023,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,8598,99,3
Air India,12-05-2024,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,8426,119,3
Air India,21-05-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,22-05-2025 19:15,38h 15m,2 stops,No info,12557,100,2
Air India,21-05-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,22-05-2025 19:15,38h 15m,2 stops,No info,14064,131,3
Air India,21-05-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,22-05-2025 19:15,38h 15m,2 stops,No info,13782,98,2
Air India,24-05-2022,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,25-05-2025 08:55,23h 5m,2 stops,No info,18584,165,3
Air India,24-05-2023,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,25-05-2025 08:55,23h 5m,2 stops,No info,20442,160,5
Air India,24-05-2024,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,25-05-2025 08:55,23h 5m,2 stops,No info,19625,166,4
Air India,24-03-2022,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,25-03-2025 11:05,16h 5m,1 stop,No info,6820,135,4
Air India,24-03-2023,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,25-03-2025 11:05,16h 5m,1 stop,No info,7502,149,5
Air India,24-03-2024,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,25-03-2025 11:05,16h 5m,1 stop,No info,7202,149,5
Air India,09-05-2022,Delhi,Cochin,DEL ? BLR ? COK,17:40,23:00,5h 20m,1 stop,No info,9037,171,4
Air India,09-05-2023,Delhi,Cochin,DEL ? BLR ? COK,17:40,23:00,5h 20m,1 stop,No info,10122,167,5
Air India,09-05-2024,Delhi,Cochin,DEL ? BLR ? COK,17:40,23:00,5h 20m,1 stop,No info,9919,159,3
Air India,03-03-2022,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,04-03-2025 19:15,37h 20m,2 stops,No info,17319,100,3
Air India,03-03-2023,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,04-03-2025 19:15,37h 20m,2 stops,No info,19397,76,4
Air India,03-03-2024,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,04-03-2025 19:15,37h 20m,2 stops,No info,19009,102,4
Air India,18-05-2022,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,19-05-2025 12:30,19h 45m,2 stops,No info,18584,129,4
Air India,18-05-2023,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,19-05-2025 12:30,19h 45m,2 stops,No info,20442,131,3
Air India,18-05-2024,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,19-05-2025 12:30,19h 45m,2 stops,No info,19625,128,3
Air India,09-05-2022,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,10-05-2025 01:20,15h 20m,2 stops,No info,15966,139,4
Air India,09-05-2022,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,10-05-2025 01:20,15h 20m,2 stops,No info,15966,139,4
Air India,09-05-2023,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,10-05-2025 01:20,15h 20m,2 stops,No info,17563,125,5
Air India,09-05-2023,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,10-05-2025 01:20,15h 20m,2 stops,No info,17563,125,3
Air India,09-05-2024,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,10-05-2025 01:20,15h 20m,2 stops,No info,16860,145,4
Air India,09-05-2024,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,10-05-2025 01:20,15h 20m,2 stops,No info,16860,145,4
Air India,18-05-2022,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,19-05-2025 09:25,23h 40m,2 stops,No info,13825,174,4
Air India,18-05-2023,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,19-05-2025 09:25,23h 40m,2 stops,No info,15484,165,4
Air India,18-05-2024,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,19-05-2025 09:25,23h 40m,2 stops,No info,15175,177,4
Air India,21-03-2022,Delhi,Cochin,DEL ? MAA ? COK,06:05,22-03-2025 09:25,27h 20m,1 stop,No info,9488,143,5
Air India,21-03-2023,Delhi,Cochin,DEL ? MAA ? COK,06:05,22-03-2025 09:25,27h 20m,1 stop,No info,10627,143,4
Air India,21-03-2024,Delhi,Cochin,DEL ? MAA ? COK,06:05,22-03-2025 09:25,27h 20m,1 stop,No info,10414,137,4
Air India,09-04-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,10-04-2025 07:40,18h 35m,2 stops,No info,10805,132,4
Air India,09-04-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,10-04-2025 07:40,18h 35m,2 stops,No info,12101,115,3
Air India,09-04-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,10-04-2025 07:40,18h 35m,2 stops,No info,11859,107,2
Air India,06-03-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,21:30,07-03-2025 19:15,21h 45m,2 stops,No info,14552,131,3
Air India,06-03-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,21:30,07-03-2025 19:15,21h 45m,2 stops,No info,16298,144,4
Air India,06-03-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,21:30,07-03-2025 19:15,21h 45m,2 stops,No info,15972,131,4
Air India,09-05-2022,Kolkata,Banglore,CCU ? BBI ? BLR,12:00,10-05-2025 13:15,25h 15m,1 stop,No info,8100,138,5
Air India,09-05-2023,Kolkata,Banglore,CCU ? BBI ? BLR,12:00,10-05-2025 13:15,25h 15m,1 stop,No info,8910,126,3
Air India,09-05-2024,Kolkata,Banglore,CCU ? BBI ? BLR,12:00,10-05-2025 13:15,25h 15m,1 stop,No info,8554,126,3
Air India,01-06-2022,Delhi,Cochin,DEL ? BOM ? COK,17:00,02-06-2025 19:15,26h 15m,1 stop,No info,11075,165,5
Air India,01-06-2023,Delhi,Cochin,DEL ? BOM ? COK,17:00,02-06-2025 19:15,26h 15m,1 stop,No info,12404,162,3
Air India,01-06-2024,Delhi,Cochin,DEL ? BOM ? COK,17:00,02-06-2025 19:15,26h 15m,1 stop,No info,12156,172,4
Air India,01-05-2022,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,02-05-2025 13:45,28h 20m,2 stops,No info,19027,166,5
Air India,01-05-2022,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,02-05-2025 13:45,28h 20m,2 stops,No info,19027,166,4
Air India,01-05-2023,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,02-05-2025 13:45,28h 20m,2 stops,No info,20930,168,3
Air India,01-05-2023,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,02-05-2025 13:45,28h 20m,2 stops,No info,20930,168,4
Air India,01-05-2024,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,02-05-2025 13:45,28h 20m,2 stops,No info,20093,166,3
Air India,01-05-2024,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,02-05-2025 13:45,28h 20m,2 stops,No info,20093,166,2
